team,player_id,player_name,position,season,depth,targets,receptions,receiving_yards,receiving_air_yards,yards_after_catch,reception_td,reception_fumble_lost,PositionEncoded
TEN,00-0035676,A.J. Brown,WR,2019,2.0,84.0,52.0,1051.0,1107.0,465.0,8.0,0.0,1
TEN,00-0035676,A.J. Brown,WR,2020,1.0,106.0,70.0,1075.0,1150.0,432.0,12.0,1.0,1
TEN,00-0035676,A.J. Brown,WR,2021,1.0,105.0,63.0,869.0,1218.0,235.0,5.0,0.0,1
PHI,00-0035676,A.J. Brown,WR,2022,1.0,145.0,88.0,1496.0,1750.0,552.0,12.0,2.0,1
PHI,00-0035676,A.J. Brown,WR,2023,1.0,158.0,106.0,1456.0,1853.0,473.0,8.0,2.0,1
GB,00-0036265,A.J. Dillon,RB,2020,3.0,2.0,2.0,21.0,5.0,16.0,0.0,0.0,0
GB,00-0036265,A.J. Dillon,RB,2021,2.0,37.0,34.0,313.0,14.0,310.0,2.0,0.0,0
GB,00-0036265,A.J. Dillon,RB,2022,2.0,43.0,28.0,206.0,17.0,203.0,0.0,0.0,0
GB,00-0036265,A.J. Dillon,RB,2023,2.0,28.0,22.0,223.0,1.0,231.0,0.0,0.0,0
CIN,00-0027942,A.J. Green,WR,2012,1.0,164.0,97.0,1350.0,2235.0,381.0,12.0,1.0,1
CIN,00-0027942,A.J. Green,WR,2013,1.0,178.0,98.0,1426.0,2256.0,393.0,12.0,0.0,1
CIN,00-0027942,A.J. Green,WR,2014,1.0,116.0,69.0,1041.0,1548.0,314.0,8.0,2.0,1
CIN,00-0027942,A.J. Green,WR,2015,1.0,132.0,86.0,1297.0,1686.0,341.0,10.0,1.0,1
CIN,00-0027942,A.J. Green,WR,2016,1.0,100.0,66.0,964.0,1236.0,258.0,4.0,0.0,1
CIN,00-0027942,A.J. Green,WR,2017,1.0,143.0,75.0,1086.0,1873.0,297.0,8.0,2.0,1
CIN,00-0027942,A.J. Green,WR,2018,1.0,78.0,46.0,694.0,958.0,163.0,7.0,1.0,1
CIN,00-0027942,A.J. Green,WR,2020,1.0,104.0,47.0,523.0,1427.0,86.0,2.0,0.0,1
ARI,00-0027942,A.J. Green,WR,2021,1.0,93.0,54.0,848.0,1109.0,181.0,3.0,0.0,1
ARI,00-0027942,A.J. Green,WR,2022,1.0,49.0,24.0,238.0,515.0,56.0,2.0,0.0,1
SF,00-0029654,A.J. Jenkins,WR,2012,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1
KC,00-0029654,A.J. Jenkins,WR,2013,2.0,17.0,8.0,130.0,200.0,44.0,0.0,0.0,1
KC,00-0029654,A.J. Jenkins,WR,2014,2.0,15.0,9.0,93.0,131.0,43.0,0.0,0.0,1
NO,00-0038612,A.T. Perry,WR,2023,2.0,18.0,12.0,246.0,293.0,20.0,4.0,0.0,1
SF,00-0032441,Aaron Burbridge,WR,2016,2.0,16.0,7.0,88.0,139.0,43.0,0.0,0.0,1
NE,00-0030540,Aaron Dobson,WR,2013,2.0,72.0,37.0,519.0,995.0,185.0,4.0,0.0,1
NE,00-0030540,Aaron Dobson,WR,2014,2.0,5.0,3.0,38.0,54.0,21.0,0.0,0.0,1
NE,00-0030540,Aaron Dobson,WR,2015,2.0,21.0,13.0,141.0,209.0,29.0,0.0,0.0,1
GB,00-0033293,Aaron Jones,RB,2017,3.0,18.0,9.0,22.0,-5.0,30.0,0.0,0.0,0
GB,00-0033293,Aaron Jones,RB,2018,2.0,35.0,26.0,206.0,9.0,221.0,1.0,0.0,0
GB,00-0033293,Aaron Jones,RB,2019,1.0,68.0,49.0,474.0,186.0,437.0,3.0,1.0,0
GB,00-0033293,Aaron Jones,RB,2020,1.0,63.0,47.0,355.0,77.0,365.0,2.0,0.0,0
GB,00-0033293,Aaron Jones,RB,2021,1.0,65.0,52.0,391.0,56.0,412.0,6.0,0.0,0
GB,00-0033293,Aaron Jones,RB,2022,1.0,73.0,59.0,397.0,-16.0,477.0,5.0,2.0,0
GB,00-0033293,Aaron Jones,RB,2023,1.0,43.0,30.0,233.0,-48.0,271.0,1.0,0.0,0
JAX,00-0030550,Ace Sanders,WR,2013,1.0,86.0,51.0,484.0,502.0,297.0,1.0,0.0,1
JAX,00-0030550,Ace Sanders,WR,2014,2.0,7.0,6.0,55.0,26.0,24.0,0.0,0.0,1
TB,00-0032009,Adam Humphries,WR,2015,2.0,41.0,27.0,260.0,270.0,123.0,2.0,0.0,1
TB,00-0032009,Adam Humphries,WR,2016,2.0,84.0,55.0,624.0,461.0,382.0,2.0,0.0,1
TB,00-0032009,Adam Humphries,WR,2017,2.0,83.0,61.0,625.0,543.0,307.0,1.0,1.0,1
TB,00-0032009,Adam Humphries,WR,2018,1.0,106.0,76.0,816.0,661.0,415.0,6.0,0.0,1
TEN,00-0032009,Adam Humphries,WR,2019,1.0,48.0,37.0,374.0,351.0,120.0,2.0,0.0,1
TEN,00-0032009,Adam Humphries,WR,2020,2.0,35.0,23.0,228.0,335.0,45.0,2.0,0.0,1
WAS,00-0032009,Adam Humphries,WR,2021,1.0,62.0,41.0,383.0,411.0,158.0,0.0,0.0,1
MIN,00-0030035,Adam Thielen,WR,2014,2.0,13.0,8.0,137.0,170.0,34.0,1.0,0.0,1
MIN,00-0030035,Adam Thielen,WR,2015,3.0,18.0,12.0,144.0,174.0,47.0,0.0,0.0,1
MIN,00-0030035,Adam Thielen,WR,2016,2.0,92.0,69.0,967.0,989.0,299.0,5.0,0.0,1
MIN,00-0030035,Adam Thielen,WR,2017,1.0,142.0,91.0,1276.0,1496.0,447.0,4.0,2.0,1
MIN,00-0030035,Adam Thielen,WR,2018,1.0,154.0,113.0,1375.0,1443.0,416.0,9.0,1.0,1
MIN,00-0030035,Adam Thielen,WR,2019,1.0,48.0,30.0,422.0,586.0,117.0,6.0,1.0,1
MIN,00-0030035,Adam Thielen,WR,2020,1.0,109.0,74.0,925.0,1239.0,243.0,14.0,0.0,1
MIN,00-0030035,Adam Thielen,WR,2021,1.0,95.0,67.0,726.0,903.0,239.0,10.0,0.0,1
MIN,00-0030035,Adam Thielen,WR,2022,1.0,109.0,70.0,718.0,1036.0,152.0,6.0,0.0,1
CAR,00-0030035,Adam Thielen,WR,2023,1.0,138.0,103.0,1016.0,1058.0,340.0,4.0,0.0,1
MIN,00-0025394,Adrian Peterson,RB,2012,1.0,51.0,40.0,217.0,93.0,186.0,1.0,0.0,0
MIN,00-0025394,Adrian Peterson,RB,2013,1.0,40.0,29.0,171.0,14.0,157.0,1.0,1.0,0
MIN,00-0025394,Adrian Peterson,RB,2014,1.0,3.0,2.0,18.0,-7.0,20.0,0.0,0.0,0
MIN,00-0025394,Adrian Peterson,RB,2015,1.0,36.0,30.0,222.0,-11.0,259.0,0.0,0.0,0
MIN,00-0025394,Adrian Peterson,RB,2016,1.0,6.0,3.0,8.0,2.0,11.0,0.0,0.0,0
ARI,00-0025394,Adrian Peterson,RB,2017,1.0,19.0,11.0,70.0,35.0,55.0,0.0,0.0,0
WAS,00-0025394,Adrian Peterson,RB,2018,1.0,26.0,20.0,208.0,9.0,201.0,1.0,1.0,0
WAS,00-0025394,Adrian Peterson,RB,2019,1.0,23.0,17.0,142.0,-43.0,161.0,0.0,1.0,0
DET,00-0025394,Adrian Peterson,RB,2020,1.0,18.0,12.0,101.0,-6.0,103.0,0.0,0.0,0
TEN,00-0025394,Adrian Peterson,RB,2021,1.0,4.0,4.0,8.0,-11.0,19.0,0.0,0.0,0
NYG,00-0025637,Ahmad Bradshaw,RB,2012,1.0,31.0,23.0,245.0,-38.0,273.0,0.0,0.0,0
IND,00-0025637,Ahmad Bradshaw,RB,2013,2.0,8.0,7.0,42.0,-1.0,39.0,0.0,0.0,0
IND,00-0025637,Ahmad Bradshaw,RB,2014,2.0,47.0,38.0,300.0,-18.0,333.0,6.0,0.0,0
IND,00-0025637,Ahmad Bradshaw,RB,2015,3.0,14.0,10.0,64.0,11.0,54.0,3.0,0.0,0
HOU,00-0031743,Akeem Hunt,RB,2015,3.0,10.0,6.0,39.0,5.0,49.0,0.0,0.0,0
HOU,00-0031743,Akeem Hunt,RB,2016,2.0,4.0,3.0,29.0,-10.0,37.0,0.0,0.0,0
KC,00-0031743,Akeem Hunt,RB,2017,3.0,7.0,4.0,31.0,-8.0,45.0,0.0,0.0,0
KC,00-0030669,Albert Wilson,WR,2014,3.0,28.0,16.0,260.0,264.0,119.0,0.0,0.0,1
KC,00-0030669,Albert Wilson,WR,2015,1.0,57.0,35.0,451.0,581.0,219.0,3.0,0.0,1
KC,00-0030669,Albert Wilson,WR,2016,2.0,51.0,31.0,268.0,361.0,168.0,2.0,1.0,1
KC,00-0030669,Albert Wilson,WR,2017,2.0,62.0,42.0,554.0,377.0,318.0,3.0,0.0,1
MIA,00-0030669,Albert Wilson,WR,2018,3.0,35.0,26.0,391.0,246.0,335.0,4.0,0.0,1
MIA,00-0030669,Albert Wilson,WR,2019,1.0,62.0,43.0,351.0,327.0,179.0,1.0,0.0,1
MIA,00-0030669,Albert Wilson,WR,2021,1.0,39.0,25.0,213.0,210.0,143.0,0.0,0.0,1
WAS,00-0028116,Aldrick Robinson,WR,2012,3.0,19.0,11.0,237.0,407.0,62.0,3.0,0.0,1
WAS,00-0028116,Aldrick Robinson,WR,2013,2.0,47.0,18.0,365.0,862.0,86.0,2.0,0.0,1
WAS,00-0028116,Aldrick Robinson,WR,2014,3.0,3.0,1.0,6.0,40.0,8.0,0.0,0.0,1
ATL,00-0028116,Aldrick Robinson,WR,2016,2.0,32.0,20.0,323.0,399.0,76.0,2.0,0.0,1
SF,00-0028116,Aldrick Robinson,WR,2017,2.0,48.0,19.0,260.0,524.0,45.0,2.0,0.0,1
MIN,00-0028116,Aldrick Robinson,WR,2018,3.0,35.0,17.0,231.0,601.0,42.0,5.0,0.0,1
IND,00-0037664,Alec Pierce,WR,2022,1.0,78.0,41.0,593.0,914.0,113.0,2.0,0.0,1
IND,00-0037664,Alec Pierce,WR,2023,1.0,65.0,32.0,514.0,977.0,97.0,2.0,0.0,1
CAR,00-0033296,Alex Armah,RB,2018,1.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,0
CAR,00-0033296,Alex Armah,RB,2020,1.0,9.0,5.0,18.0,2.0,20.0,0.0,0.0,0
NO,00-0033296,Alex Armah,RB,2021,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0
WAS,00-0033296,Alex Armah,RB,2023,1.0,3.0,3.0,13.0,-14.0,27.0,0.0,0.0,0
SEA,00-0032426,Alex Collins,RB,2016,2.0,11.0,11.0,84.0,3.0,81.0,0.0,0.0,0
BAL,00-0032426,Alex Collins,RB,2017,2.0,36.0,23.0,187.0,-3.0,190.0,0.0,0.0,0
BAL,00-0032426,Alex Collins,RB,2018,1.0,21.0,15.0,105.0,27.0,97.0,1.0,0.0,0
SEA,00-0032426,Alex Collins,RB,2021,2.0,10.0,9.0,87.0,2.0,96.0,0.0,1.0,0
CIN,00-0032543,Alex Erickson,WR,2016,2.0,8.0,6.0,71.0,85.0,31.0,0.0,0.0,1
CIN,00-0032543,Alex Erickson,WR,2017,2.0,16.0,12.0,180.0,189.0,39.0,2.0,0.0,1
CIN,00-0032543,Alex Erickson,WR,2018,2.0,29.0,20.0,167.0,265.0,75.0,0.0,0.0,1
CIN,00-0032543,Alex Erickson,WR,2019,1.0,78.0,43.0,529.0,685.0,227.0,1.0,0.0,1
CIN,00-0032543,Alex Erickson,WR,2020,2.0,17.0,12.0,139.0,122.0,67.0,0.0,0.0,1
CAR,00-0032543,Alex Erickson,WR,2021,2.0,4.0,3.0,55.0,33.0,30.0,0.0,0.0,1
LAC,00-0032543,Alex Erickson,WR,2023,2.0,29.0,16.0,227.0,295.0,53.0,1.0,0.0,1
GB,00-0028034,Alex Green,RB,2012,1.0,29.0,18.0,125.0,-33.0,158.0,0.0,0.0,0
NYJ,00-0028034,Alex Green,RB,2013,3.0,2.0,2.0,8.0,-9.0,17.0,0.0,0.0,0
MIN,00-0035104,Alexander Hollins,WR,2019,3.0,4.0,2.0,46.0,75.0,6.0,0.0,0.0,1
MIN,00-0034972,Alexander Mattison,RB,2019,2.0,12.0,10.0,82.0,27.0,74.0,0.0,0.0,0
MIN,00-0034972,Alexander Mattison,RB,2020,2.0,15.0,13.0,125.0,41.0,108.0,1.0,0.0,0
MIN,00-0034972,Alexander Mattison,RB,2021,2.0,39.0,32.0,228.0,3.0,238.0,1.0,0.0,0
MIN,00-0034972,Alexander Mattison,RB,2022,2.0,18.0,15.0,91.0,-33.0,121.0,1.0,0.0,0
MIN,00-0034972,Alexander Mattison,RB,2023,1.0,44.0,30.0,192.0,24.0,181.0,3.0,0.0,0
ARI,00-0027346,Alfonso Smith,RB,2012,3.0,3.0,2.0,21.0,8.0,20.0,0.0,0.0,0
ARI,00-0027346,Alfonso Smith,RB,2013,2.0,13.0,10.0,68.0,-5.0,76.0,0.0,0.0,0
SF,00-0027346,Alfonso Smith,RB,2014,3.0,4.0,3.0,11.0,-13.0,20.0,0.0,0.0,0
HOU,00-0031075,Alfred Blue,RB,2014,2.0,18.0,15.0,113.0,40.0,75.0,1.0,0.0,0
HOU,00-0031075,Alfred Blue,RB,2015,1.0,16.0,15.0,109.0,43.0,68.0,1.0,0.0,0
HOU,00-0031075,Alfred Blue,RB,2016,2.0,16.0,12.0,40.0,31.0,28.0,0.0,0.0,0
HOU,00-0031075,Alfred Blue,RB,2017,2.0,9.0,7.0,54.0,9.0,42.0,0.0,0.0,0
HOU,00-0031075,Alfred Blue,RB,2018,2.0,27.0,20.0,154.0,73.0,107.0,0.0,0.0,0
WAS,00-0029141,Alfred Morris,RB,2012,1.0,16.0,11.0,77.0,23.0,65.0,0.0,0.0,0
WAS,00-0029141,Alfred Morris,RB,2013,1.0,12.0,9.0,78.0,11.0,79.0,0.0,0.0,0
WAS,00-0029141,Alfred Morris,RB,2014,1.0,26.0,17.0,155.0,18.0,154.0,0.0,0.0,0
WAS,00-0029141,Alfred Morris,RB,2015,1.0,13.0,10.0,55.0,14.0,38.0,0.0,0.0,0
DAL,00-0029141,Alfred Morris,RB,2016,2.0,6.0,3.0,11.0,-13.0,11.0,0.0,0.0,0
DAL,00-0029141,Alfred Morris,RB,2017,2.0,9.0,7.0,45.0,1.0,44.0,0.0,0.0,0
SF,00-0029141,Alfred Morris,RB,2018,2.0,13.0,8.0,73.0,-4.0,67.0,0.0,0.0,0
ARI,00-0029141,Alfred Morris,RB,2019,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYG,00-0029141,Alfred Morris,RB,2020,3.0,4.0,3.0,19.0,4.0,17.0,1.0,0.0,0
JAX,00-0030821,Allen Hurns,WR,2014,2.0,97.0,51.0,677.0,1051.0,205.0,8.0,0.0,1
JAX,00-0030821,Allen Hurns,WR,2015,1.0,106.0,64.0,1031.0,1216.0,347.0,10.0,1.0,1
JAX,00-0030821,Allen Hurns,WR,2016,1.0,76.0,35.0,477.0,749.0,211.0,4.0,0.0,1
JAX,00-0030821,Allen Hurns,WR,2017,1.0,57.0,39.0,484.0,542.0,175.0,2.0,0.0,1
DAL,00-0030821,Allen Hurns,WR,2018,1.0,35.0,20.0,295.0,399.0,78.0,2.0,0.0,1
MIA,00-0030821,Allen Hurns,WR,2019,2.0,48.0,32.0,416.0,507.0,96.0,2.0,1.0,1
GB,00-0034521,Allen Lazard,WR,2018,3.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,1
GB,00-0034521,Allen Lazard,WR,2019,3.0,52.0,35.0,477.0,736.0,131.0,3.0,0.0,1
GB,00-0034521,Allen Lazard,WR,2020,1.0,46.0,33.0,451.0,458.0,195.0,3.0,0.0,1
GB,00-0034521,Allen Lazard,WR,2021,2.0,60.0,40.0,513.0,647.0,174.0,8.0,0.0,1
GB,00-0034521,Allen Lazard,WR,2022,1.0,101.0,60.0,788.0,1249.0,248.0,7.0,0.0,1
NYJ,00-0034521,Allen Lazard,WR,2023,1.0,49.0,23.0,311.0,597.0,56.0,1.0,0.0,1
JAX,00-0031428,Allen Robinson,WR,2014,1.0,82.0,48.0,550.0,897.0,159.0,2.0,0.0,1
JAX,00-0031428,Allen Robinson,WR,2015,1.0,151.0,80.0,1400.0,2245.0,356.0,16.0,0.0,1
JAX,00-0031428,Allen Robinson,WR,2016,1.0,152.0,73.0,885.0,1969.0,210.0,7.0,0.0,1
JAX,00-0031428,Allen Robinson,WR,2017,1.0,1.0,1.0,17.0,15.0,2.0,0.0,0.0,1
CHI,00-0031428,Allen Robinson,WR,2018,1.0,95.0,55.0,754.0,1141.0,216.0,4.0,1.0,1
CHI,00-0031428,Allen Robinson,WR,2019,1.0,154.0,98.0,1147.0,1702.0,272.0,7.0,0.0,1
CHI,00-0031428,Allen Robinson,WR,2020,1.0,151.0,102.0,1250.0,1450.0,319.0,6.0,0.0,1
CHI,00-0031428,Allen Robinson,WR,2021,1.0,67.0,38.0,412.0,755.0,92.0,1.0,0.0,1
LA,00-0031428,Allen Robinson,WR,2022,1.0,52.0,33.0,339.0,502.0,71.0,3.0,0.0,1
PIT,00-0031428,Allen Robinson,WR,2023,1.0,49.0,34.0,280.0,370.0,68.0,0.0,0.0,1
CHI,00-0029137,Alshon Jeffery,WR,2012,2.0,48.0,24.0,367.0,797.0,65.0,3.0,0.0,1
CHI,00-0029137,Alshon Jeffery,WR,2013,1.0,151.0,89.0,1423.0,1867.0,415.0,8.0,1.0,1
CHI,00-0029137,Alshon Jeffery,WR,2014,1.0,145.0,85.0,1133.0,1592.0,466.0,10.0,0.0,1
CHI,00-0029137,Alshon Jeffery,WR,2015,1.0,94.0,54.0,807.0,1371.0,177.0,6.0,0.0,1
CHI,00-0029137,Alshon Jeffery,WR,2016,1.0,94.0,52.0,821.0,1270.0,199.0,2.0,0.0,1
PHI,00-0029137,Alshon Jeffery,WR,2017,1.0,122.0,57.0,793.0,1654.0,203.0,9.0,0.0,1
PHI,00-0029137,Alshon Jeffery,WR,2018,1.0,92.0,65.0,840.0,1013.0,269.0,6.0,0.0,1
PHI,00-0029137,Alshon Jeffery,WR,2019,1.0,74.0,43.0,490.0,803.0,116.0,4.0,0.0,1
PHI,00-0029137,Alshon Jeffery,WR,2020,1.0,13.0,6.0,115.0,188.0,25.0,1.0,0.0,1
NO,00-0033906,Alvin Kamara,RB,2017,2.0,100.0,81.0,826.0,241.0,683.0,5.0,0.0,0
NO,00-0033906,Alvin Kamara,RB,2018,2.0,105.0,81.0,709.0,192.0,642.0,4.0,0.0,0
NO,00-0033906,Alvin Kamara,RB,2019,2.0,97.0,81.0,533.0,26.0,557.0,1.0,0.0,0
NO,00-0033906,Alvin Kamara,RB,2020,1.0,107.0,83.0,756.0,60.0,731.0,5.0,0.0,0
NO,00-0033906,Alvin Kamara,RB,2021,1.0,67.0,47.0,439.0,77.0,437.0,5.0,0.0,0
NO,00-0033906,Alvin Kamara,RB,2022,1.0,77.0,57.0,490.0,73.0,461.0,2.0,2.0,0
NO,00-0033906,Alvin Kamara,RB,2023,1.0,87.0,75.0,468.0,5.0,501.0,1.0,0.0,0
SEA,00-0033937,Amara Darboh,WR,2017,3.0,13.0,8.0,71.0,157.0,16.0,0.0,0.0,1
DAL,00-0031544,Amari Cooper,WR,2018,1.0,107.0,75.0,1005.0,1048.0,415.0,7.0,2.0,1
DAL,00-0031544,Amari Cooper,WR,2019,1.0,119.0,79.0,1189.0,1523.0,240.0,8.0,0.0,1
DAL,00-0031544,Amari Cooper,WR,2020,1.0,130.0,92.0,1114.0,1145.0,413.0,5.0,0.0,1
DAL,00-0031544,Amari Cooper,WR,2021,1.0,104.0,68.0,865.0,1152.0,229.0,8.0,0.0,1
CLE,00-0031544,Amari Cooper,WR,2022,1.0,132.0,78.0,1160.0,1642.0,299.0,9.0,0.0,1
CLE,00-0031544,Amari Cooper,WR,2023,1.0,130.0,72.0,1252.0,1834.0,271.0,5.0,1.0,1
GB,00-0036991,Amari Rodgers,WR,2021,2.0,9.0,4.0,45.0,40.0,24.0,0.0,0.0,1
GB,00-0036991,Amari Rodgers,WR,2022,2.0,26.0,16.0,210.0,240.0,69.0,1.0,0.0,1
IND,00-0036991,Amari Rodgers,WR,2023,3.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,1
DET,00-0032104,Ameer Abdullah,RB,2015,2.0,38.0,25.0,183.0,-2.0,203.0,1.0,0.0,0
DET,00-0032104,Ameer Abdullah,RB,2016,1.0,5.0,5.0,57.0,3.0,54.0,1.0,0.0,0
DET,00-0032104,Ameer Abdullah,RB,2017,1.0,35.0,25.0,162.0,53.0,146.0,1.0,0.0,0
DET,00-0032104,Ameer Abdullah,RB,2018,2.0,4.0,3.0,28.0,17.0,28.0,0.0,0.0,0
MIN,00-0032104,Ameer Abdullah,RB,2019,2.0,21.0,15.0,88.0,9.0,79.0,1.0,0.0,0
MIN,00-0032104,Ameer Abdullah,RB,2020,2.0,9.0,8.0,58.0,-5.0,63.0,2.0,0.0,0
CAR,00-0032104,Ameer Abdullah,RB,2021,2.0,53.0,38.0,289.0,43.0,294.0,2.0,0.0,0
LV,00-0032104,Ameer Abdullah,RB,2022,2.0,32.0,25.0,211.0,95.0,195.0,1.0,0.0,0
LV,00-0032104,Ameer Abdullah,RB,2023,2.0,24.0,19.0,131.0,46.0,88.0,0.0,0.0,0
DET,00-0036963,Amon-Ra St. Brown,WR,2021,2.0,121.0,90.0,916.0,831.0,424.0,5.0,0.0,1
DET,00-0036963,Amon-Ra St. Brown,WR,2022,1.0,146.0,106.0,1175.0,933.0,531.0,6.0,0.0,1
DET,00-0036963,Amon-Ra St. Brown,WR,2023,1.0,165.0,119.0,1515.0,1271.0,668.0,11.0,1.0,1
NYG,00-0027094,Andre Brown,RB,2012,2.0,17.0,12.0,86.0,17.0,73.0,0.0,0.0,0
NYG,00-0027094,Andre Brown,RB,2013,1.0,29.0,20.0,103.0,12.0,117.0,0.0,0.0,0
DEN,00-0026237,Andre Caldwell,WR,2012,3.0,4.0,1.0,18.0,47.0,2.0,0.0,0.0,1
DEN,00-0026237,Andre Caldwell,WR,2013,2.0,29.0,16.0,200.0,416.0,41.0,3.0,0.0,1
DEN,00-0026237,Andre Caldwell,WR,2014,2.0,15.0,5.0,47.0,155.0,18.0,0.0,0.0,1
DEN,00-0026237,Andre Caldwell,WR,2015,2.0,22.0,10.0,72.0,217.0,16.0,2.0,0.0,1
ARI,00-0030287,Andre Ellington,RB,2013,2.0,57.0,39.0,371.0,248.0,260.0,1.0,0.0,0
ARI,00-0030287,Andre Ellington,RB,2014,1.0,64.0,46.0,395.0,113.0,365.0,2.0,0.0,0
ARI,00-0030287,Andre Ellington,RB,2015,2.0,24.0,15.0,148.0,87.0,80.0,0.0,0.0,0
ARI,00-0030287,Andre Ellington,RB,2016,2.0,19.0,12.0,85.0,56.0,72.0,0.0,0.0,0
ARI,00-0030287,Andre Ellington,RB,2017,3.0,59.0,39.0,369.0,260.0,233.0,1.0,0.0,0
DAL,00-0028263,Andre Holmes,WR,2012,3.0,2.0,2.0,11.0,8.0,3.0,0.0,0.0,1
BUF,00-0028263,Andre Holmes,WR,2017,2.0,23.0,13.0,120.0,308.0,11.0,3.0,0.0,1
BUF,00-0028263,Andre Holmes,WR,2018,2.0,24.0,13.0,162.0,313.0,50.0,0.0,0.0,1
HOU,00-0022044,Andre Johnson,WR,2012,1.0,163.0,112.0,1598.0,1848.0,548.0,4.0,0.0,1
HOU,00-0022044,Andre Johnson,WR,2013,1.0,181.0,109.0,1407.0,2004.0,405.0,6.0,0.0,1
HOU,00-0022044,Andre Johnson,WR,2014,1.0,147.0,85.0,936.0,1358.0,389.0,4.0,3.0,1
IND,00-0022044,Andre Johnson,WR,2015,1.0,78.0,41.0,503.0,792.0,147.0,4.0,0.0,1
TEN,00-0022044,Andre Johnson,WR,2016,2.0,23.0,9.0,85.0,268.0,15.0,2.0,0.0,1
LAC,00-0033705,Andre Patton,WR,2019,2.0,17.0,6.0,56.0,272.0,28.0,0.0,0.0,1
ARI,00-0027691,Andre Roberts,WR,2012,2.0,114.0,64.0,759.0,1091.0,221.0,6.0,0.0,1
ARI,00-0027691,Andre Roberts,WR,2013,2.0,76.0,43.0,471.0,850.0,113.0,2.0,0.0,1
WAS,00-0027691,Andre Roberts,WR,2014,1.0,73.0,36.0,453.0,733.0,207.0,2.0,1.0,1
WAS,00-0027691,Andre Roberts,WR,2015,2.0,21.0,11.0,135.0,246.0,38.0,0.0,0.0,1
DET,00-0027691,Andre Roberts,WR,2016,2.0,25.0,14.0,188.0,359.0,63.0,1.0,0.0,1
ATL,00-0027691,Andre Roberts,WR,2017,2.0,4.0,1.0,12.0,20.0,7.0,0.0,0.0,1
NYJ,00-0027691,Andre Roberts,WR,2018,1.0,18.0,10.0,79.0,153.0,17.0,1.0,0.0,1
BUF,00-0027691,Andre Roberts,WR,2019,2.0,7.0,3.0,20.0,109.0,5.0,0.0,0.0,1
BUF,00-0027691,Andre Roberts,WR,2020,1.0,5.0,4.0,34.0,48.0,5.0,0.0,0.0,1
LAC,00-0027691,Andre Roberts,WR,2021,2.0,2.0,1.0,35.0,29.0,16.0,0.0,0.0,1
NYG,00-0031055,Andre Williams,RB,2014,2.0,37.0,18.0,130.0,-22.0,147.0,0.0,0.0,0
NYG,00-0031055,Andre Williams,RB,2015,2.0,3.0,1.0,7.0,6.0,3.0,0.0,0.0,0
LAC,00-0031055,Andre Williams,RB,2017,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CIN,00-0038619,Andrei Iosivas,WR,2023,2.0,25.0,15.0,116.0,215.0,35.0,4.0,0.0,1
ARI,00-0035527,Andy Isabella,WR,2019,2.0,13.0,9.0,189.0,82.0,140.0,1.0,0.0,1
ARI,00-0035527,Andy Isabella,WR,2020,2.0,35.0,21.0,224.0,394.0,82.0,3.0,0.0,1
ARI,00-0035527,Andy Isabella,WR,2021,2.0,1.0,1.0,13.0,6.0,7.0,0.0,0.0,1
ARI,00-0035527,Andy Isabella,WR,2022,2.0,5.0,2.0,21.0,70.0,5.0,0.0,0.0,1
DET,00-0032707,Andy Jones,WR,2018,2.0,24.0,11.0,80.0,219.0,26.0,1.0,0.0,1
BAL,00-0022084,Anquan Boldin,WR,2012,1.0,113.0,65.0,923.0,1206.0,237.0,5.0,0.0,1
SF,00-0022084,Anquan Boldin,WR,2013,1.0,129.0,85.0,1179.0,1230.0,425.0,7.0,0.0,1
SF,00-0022084,Anquan Boldin,WR,2014,1.0,131.0,83.0,1062.0,1270.0,400.0,5.0,0.0,1
SF,00-0022084,Anquan Boldin,WR,2015,1.0,112.0,69.0,789.0,894.0,282.0,5.0,1.0,1
DET,00-0022084,Anquan Boldin,WR,2016,1.0,95.0,67.0,584.0,546.0,231.0,9.0,0.0,1
BAL,00-0028163,Anthony Allen,RB,2012,3.0,4.0,2.0,12.0,10.0,14.0,0.0,0.0,0
MIA,00-0026465,Anthony Armstrong,WR,2012,3.0,9.0,3.0,12.0,107.0,3.0,0.0,0.0,1
SF,00-0027772,Anthony Dixon,RB,2012,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SF,00-0027772,Anthony Dixon,RB,2013,2.0,3.0,3.0,30.0,2.0,28.0,0.0,0.0,0
BUF,00-0027772,Anthony Dixon,RB,2014,2.0,9.0,8.0,49.0,11.0,44.0,0.0,0.0,0
BUF,00-0027772,Anthony Dixon,RB,2015,2.0,7.0,6.0,44.0,36.0,24.0,0.0,0.0,0
PIT,00-0036336,Anthony McFarland,RB,2020,2.0,9.0,6.0,54.0,23.0,47.0,0.0,0.0,0
PIT,00-0036336,Anthony McFarland,RB,2021,3.0,1.0,1.0,11.0,0.0,11.0,0.0,0.0,0
